english,chinese,category
region,n. 地区；范围；幅度,四级
evil,a. 邪恶的；坏的,四级
register,v./n. 登记；注册,四级
individual,a. 个别的；单独的 n. 个人；个体,四级
deprive,v. 剥夺,六级
indigenous,adj.本土的,雅思
scan,vt. 细看；扫描；浏览,四级
ration,n. 比率,六级
sustain,v. 维持；支撑,雅思
access,n. 入口；通路；接触,六级
commitment,n. 承诺；许诺,六级
vulnerable,α. 易受伤的,六级
occasion,n. 场合,六级
illusion,n. 错觉；假象,六级
acquire,vt. 取得；获得；学到,四级
promote,v. 促进；提升,雅思
advance,n.前进； 提升； 预付款 v.前进； 提前 adj. 预先的；预付(款项),雅思
vanish,vi. 消灭；不见,四级
deny,v. 否认,六级
controversy,n. 争论；辩论,六级
arise,vi. 产生；出现；发生；起身,四级
hospitality,n. 友好款待；好客,六级
bewilder,v. 迷惑；弄糊涂,六级
security,n. 安全；保障,四级
integrity,n. 正直；诚实,六级
burden,n. 重担；负荷,四级
initially,adv.最初； 开头,雅思
confidential,α. 机密的；秘密的,六级
acknowledgement,n. 承认；感谢；致谢,六级
massive,a. 大的；大量的；大块的,四级
explore,v. 探险；探索,六级
anticipate,v. 预期；预料,雅思
convince,v. 说服；使信服,雅思
average,α.一般的；普通的,六级
bureau,n. 局；办事处,四级
aware,a. 意识到,四级
continual,a. 不断地；频繁的,四级
aware,a. 意识到,四级
hinder,v. 阻碍；妨害,六级
adjust,v. 调整；适应,雅思
nuisance,n. 损害；妨害；讨厌（的人或事物）,四级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
undergo,v. 经历；遭受,四级
exclaim,v. 呼喊；欢呼,六级
refresh,v. 提神；使清新,六级
misfortune,n. 不幸；灾难,六级
issue,n. 问题；争论点；发行；（报刊）一期,四级
flaw,n. 裂纹；瑕疵,六级
neglect,v. 忽视；疏忽,雅思
inform,v.(～ of/about) 通知； 获悉,雅思
preside,v. 主持,六级
descend,v. 下落,六级
duplicate,v. 复制；重复,六级
rate,n. 速度,六级
fuse,n. 保险丝,六级
valley,n. 山谷；峡谷,四级
drain,v. 渐渐耗尽,六级
supervise,v. 监督；管理,雅思
via,prep. 经由；经过；通过,四级
recession,n. (经济)衰退；不景气；撤退；退出,六级
expansion,n. 扩大；扩充；发展；膨胀,四级
deter,v. 威慑；阻止,雅思
fraction,n. 小部分；一点,六级
participate,v. 参与；参加,雅思
derive,v. 得到；源自,雅思
prolong,v. 延长；拖延,六级
maximum,a. 最高的；最大的 n.,四级
indication,n.指示； 暗示,雅思
obedient,α. 服从的；顺从的,六级
inferior,α. 地位较低的；较差的,六级
enthusiasm,n. 热情；热心,四级
spontaneously,ad. 自发地；自然产生地,六级
generate,v. 生成；产生,雅思
simultaneously,ad. 同时发生地,六级
enthusiasm,n. 热情；热心,四级
naive,α. 言行自然而天真的；质朴的,六级
pastime,n. 消遣；娱乐,六级
shortage,n. 短缺；不足,六级
breed,n. 种；品种 v. 繁殖；产仔,四级
relevant,α. 与……有关的,六级
tense,a. 紧张的; v. 拉紧; n. 时态,四级
cruise,v. 航行；漫游,六级
internal,a. 内部的；国内的,四级
advanced,adj.先进的,雅思
continuous,a. 继续的；连续（不断）的,四级
intuition,n. 直觉,六级
transition,n. 过渡；转变,六级
conspicuous,α. 显而易见的；引人注目的,六级
absurd,α.荒缪的,六级
economic,α. 经济的,六级
highlight,vt. 强调；突出,四级
pursue,vt. 追逐；追求；从事；进行,四级
appreciate,vt. 重视；赏识；欣赏,四级
abolish,v. 废除；取消,雅思
spreadsheet,n.电子制表软件,雅思
optional,a. 可以任选的；非强制的,四级
bargain,n. 便宜货 vi. 讨价还价,四级
suspicious,a. 怀疑的；可疑的,四级
motivate,v. 激励；驱动,雅思
indicator,n.指示器,雅思
yawn,vi. 打哈欠,四级
vacuum,n. 真空；真空吸尘器,四级
maintain,v. 维持；保持,雅思
fundamental,adj. 基本的；根本的,雅思
compact,α.紧凑的；小巧的,六级
spreadsheet,n.电子制表软件,雅思
promote,vt. 促进；提升,四级
explore,v. 探索；调查,雅思
acquaint,v. 熟悉；认识,六级
foundation,n.基础； 建立； 基金,雅思
coarse,a. 粗的；粗糙的；粗劣的,四级
disguise,v. 假扮；伪装,六级
optimize,v. 优化；改进,雅思
electronic,adj.电子的,雅思
factor,n.因素,雅思
bargain,n. 便宜货 vi. 讨价还价,四级
sophisticated,a. 老于世故的；老练的；很复杂的,四级
resume,v. 重新开始；继续,六级
provide,v.提供,雅思
constitution,n. 组成；构成,六级
instinct,n. 本能；直觉,六级
awkward,a. 笨拙的；棘手的,四级
broaden,v. 扩展；拓宽,雅思
larvae,n. larva的复数,雅思
abandon,v. 放弃；遗弃,雅思
ascend,v. 上升；攀登,六级
ornament,n. 装饰；装饰品,六级
duplicate,v. 复制；重复,六级
invest,v. 投资；投入,雅思
scale,n. 规模；刻度； 等级 vt.测量,雅思
tempt,v. 引诱；劝诱,六级
brief,adj. 简短的；简洁的,雅思
inevitable,a. 不可避免的,四级
substitute,n. 代用品; vt. 代替,四级
spray,v. 喷；（使）溅散,四级
decent,α. 体面的；像样的；还不错的,六级
personnel,n. [总称]人员；员工；人事部门,四级
terminate,v. 终止；结束,六级
preservation,n. 保护；防护,六级
abuse,v. 滥用；虐待；谩骂,四级
decline,v. 拒绝；谢绝；下降,四级
transform,v. 转变；改变,雅思
organ,n. 器官；风琴,四级
coach,n. 教练；长途公共汽车,四级
tender,a. 温柔的；脆弱的,四级
accelerate,vt. 加速；促进,四级
clarify,v. 澄清；阐明,雅思
optimistic,α. 乐观的,六级
mixture,n. 混合；混合物,四级
duration,n. 持续时间,雅思
duplicate,v. 复制；重复,六级
neglect,v. 忽视；疏忽,雅思
eliminate,v. 消除；淘汰,雅思
restrict,v. 限制；约束,雅思
resolve,vt. 解决；决定；决意,四级
view,v. 视为；看做,六级
tide,n. 潮汐；潮流,四级
transition,n. 过渡；转变,六级
invest,v. 投资；投入,雅思
feeble,α. 脆弱的；虚弱的,六级
motivate,v. 激励；驱动,雅思
assign,v. 分派；指派(职务；任务),六级
sensitive,α. 敏感的,六级
mature,a. 成熟的,四级
dump,vt. 倾卸；倾倒,四级
vary,v. 变化；改变；使多样化,四级
core,n. 果心；核心,四级
vacant,a. 空的；未占用的,四级
emotional,a. 感情的；情绪（上）的,四级
tackle,v. 解决；处理,六级
expand,v. 扩大；扩张；展开；膨胀,四级
guarantee,n. 保修单,六级
breed,n. 种；品种 v. 繁殖；产仔,四级
trivial,α. 琐碎的；不重要的,六级
melt,v.(使)融化； (使)熔化； 使感动,雅思
wonder,n. 惊奇；奇迹 v. 想知道；对...感到疑惑,四级
intrinsic,α. 固有的；本质的；内在的,六级
infectious,α. 传染的；传染性的,六级
diminish,v. 减少；缩小,雅思
duplicate,v. 复制；重复,六级
transform,v. 转变；变革；变换,四级
magnify,v. 放大,六级
slip,v. 滑动；滑落；忽略,四级
entertainment,n. 娱乐；招待；款待,四级
splendid,a. 极好的；壮丽的；辉煌的,四级
resort,v. 求助；凭借；诉诸,六级
suffer,vt.遭受； 忍受 vi.受痛苦； 受损害,雅思
continuous,a. 继续的；连续（不断）的,四级
delicate,α. 精细的；微妙的；精心处理的,六级
simplify,v. 简化,雅思
routine,n. 常规；惯例；例行公事,六级
deviate,v. (使)背离；(使)偏离,六级
provided,conj.倘若,雅思
chronic,adj. 慢性的；长期的,雅思
absolute,a. 绝对的；无条件的；完全的,四级
stack,n. 堆；一堆,六级
expansive,adj.易扩大的；豪爽的,雅思
appropriate,adj. 适当的；恰当的,雅思
factor,n.因素,雅思
maintain,v. 维持；保持,雅思
boast,v. 自夸；吹嘘,雅思
monitor,v. 检测；监测,六级
refute,v. 证明……不对(是错误的)；驳诉,六级
advantageous,adj.有利的,雅思
array,n. 陈列；一系列,六级
extinct,α. 灭绝的；绝种的,六级
diminish,v. 减少；缩小,雅思
splendid,a. 极好的；壮丽的；辉煌的,四级
dilemma,n. 窘境；困境,六级
neutral,a. 中立的；中性的,四级
initiative,n.主动,雅思
ruin,v. 毁坏；破坏 n. 毁灭；[pl.]废墟,四级
preserve,v. 保护；保存；保持；维持,四级
opponent,n. 敌手；对手,四级
feeding,n.吃； 输送 adj.给食的； 饲用的,雅思
substance,n. 物质；实质,四级
acknowledge,v. 承认；致谢,四级
maintain,vt. 维持；保持；坚持；主张,四级
bunch,n. 群；伙；束；串,四级
weave,v. 织；编,四级
pathetic,α. 悲哀的；悲惨的,六级
burden,n. 重担；负荷,四级
constitution,n. 组成；构成,六级
indication,n.指示； 暗示,雅思
versatile,α. 多才多艺的,六级
virtually,adv.事实上,雅思
shift,n.改变；轮班 vt.改变； 变速,雅思
neutral,a. 中立的；中性的,四级
authorize,v. 授权；批准,雅思
vacuum,n. 真空；真空吸尘器,四级
advance,n.前进； 提升； 预付款 v.前进； 提前 adj. 预先的；预付(款项),雅思
vacuum,n. 真空；真空吸尘器,四级
compensation,n. 补偿；赔偿,六级
optional,a. 可以任选的；非强制的,四级
massive,α. 大规模的；大量的,六级
explore,v. 勘探,四级
collaborate,v. 合作；协作,雅思
victim,n. 牺牲品；受害者,四级
issue,n. 问题；争论点；发行；（报刊）一期,四级
geology,n. 地质学,四级
incredible,α. 难以置信的,六级
access,n. 入口；通路；接触,六级
nuisance,n. 损害；妨害；讨厌（的人或事物）,四级
permeate,v. 渗入；渗透,六级
deter,v. 威慑；阻止,雅思
identify,v. 识别；认出,雅思
controversy,n. 争论；辩论,六级
transplant,v. 移植,四级
feed,n.饲料； (动物或婴儿的)一餐 vt.喂养； 靠...为生,雅思
capture,vt. 俘虏；捕获,四级
invest,v. 投资；投入,雅思
fundamental,adj. 基本的；根本的,雅思
attach,vt. 系；贴；使附属,四级
wreck,v. (船只)失事,六级
factual,adj.事实的； 实际的,雅思
valid,a. 有效的；有根据的；正当的,四级
deter,v. 威慑；阻止,雅思
debt,n. 欠债,四级
comparative,a. 比较的；相对的,四级
modify,v. 修改；更改,雅思
smash,n. 打碎；粉碎,六级
ingredient,n. 成分,六级
influence,n. 影响；作用,雅思
omit,vt. 省略,四级
sponsor,n. 发起者；主办者; vt. 发起；主办；资助,四级
substance,n. 物质；实质,四级
bargain,n. 便宜货 vi. 讨价还价,四级
scan,vt. 细看；扫描；浏览,四级
threshold,n. 开端；入口,六级
cargo,n. （船、飞机等装载的）货物,四级
semiconductor,n. 半导体,四级
continual,a. 不断地；频繁的,四级
supervise,v. 监督；管理,雅思
confront,v. 面对；面临,六级
vague,a. 模糊的；不明确的,四级
previous,a. 先；前；以前的,四级
access,n. 入口；通路；接触,六级
capture,vt. 俘虏；捕获,四级
orchestra,n. 管弦乐队,四级
decline,v. 拒绝；谢绝；下降,四级
capture,vt. 俘虏；捕获,四级
afford,v. 付得起,六级
electricity,n.电； 电学,雅思
spot,n. 地点；斑点; vt. 认出；发现；玷污,四级
predecessor,n. 前任；原有的事物,六级
blunder,n. 错误；大错,六级
factual,adj.事实的； 实际的,雅思
assign,v. 分派；指派(职务；任务),六级
obscure,a. 阴暗；模糊,四级
reinforce,vt. 增强；加强,四级
tuition,n. 学费,四级
device,n. 装置；设备,四级
rewarding,α. 值得的,六级
secure,a. 安全的；可靠的,四级
descend,v. 下来；下去,六级
anticipation,n. 预期；期望,六级
oxygen,n.氧,雅思
academic,a. 学术的；高等院校的；研究院的,四级
debt,n. 欠债,四级
sponsor,n. 发起者；主办者; vt. 发起；主办；资助,四级
subway,n. 地铁,四级
invest,v. 投资；投入,雅思
bound,α.一定的,六级
prominent,α. 突出的；杰出的,六级
acknowledge,v. 承认；致谢,四级
semiconductor,n. 半导体,四级
enhance,v. 提高；增加,六级
distinction,n. 区分；辨别,六级
evil,a. 邪恶的；坏的,四级
explosive,a. 爆炸的；极易引起争论的,四级
conserve,v. 保护；保存,六级
budget,n. 预算 v. 编预算；作安排,四级
neutral,a. 中立的；中性的,四级
vast,adj. 辽阔的； 大量的,雅思
condense,v. 压缩；浓缩,六级
vulnerable,α. 易受伤的,六级
weave,v. 织；编,四级
nuisance,n. 损害；妨害；讨厌（的人或事物）,四级
neutral,a. 中立的；中性的,四级
simplify,v. 简化,雅思
poverty,n. 贫穷,四级
guilt,n. 犯罪,六级
equip,vt.装备,雅思
electricity,n.电； 电学,雅思
bother,v. 打搅；麻烦,四级
tedious,α. 冗长的；乏味的,六级
scale,n. 规模；刻度； 等级 vt.测量,雅思
splendid,a. 极好的；壮丽的；辉煌的,四级
biology,n. 生物学,四级
auxiliary,a. 辅助的；备用的,四级
moral,a. 道德上的；有道德的,四级
rude,α. 粗鲁的；不礼貌的,六级
expansion,n.扩大； 开展,雅思
the Antarctic Ocean,南冰洋,四级
aim,n.目标； 瞄准 v.对...瞄准； 打算,雅思
acute,α.敏锐的；锋利的,六级
harmony,n. 与……协调一致；和谐,六级
diminish,v. 减少；缩小,雅思
discipline,n. 纪律；惩罚；学科,四级
provision,n. [pl.] 给养；口粮；准备；设备；装置,四级
resort,v. 求助；凭借；诉诸,六级
facilitate,v. 促进；使容易,雅思
repel,v. 抗御；抵拒,六级
semester,n. 学期；半年,四级
neglect,v. 忽视；疏忽,雅思
extraordinary,adj.特别的,雅思
enhance,v. 提高；增加,六级
nucleus,n. 核,四级
feed,n.饲料； (动物或婴儿的)一餐 vt.喂养； 靠...为生,雅思
collective,adj.集体的 n.集体,雅思
volunteer,n. 志愿者; v. 自愿（做）,四级
shrink,vi. 起皱；收缩；退缩,四级
abandon,v. 放弃；遗弃,雅思
slide,v. 滑动；滑落 n. 滑动；滑面；幻灯片,四级
vain,n. 徒劳；白费,四级
linger,v. 逗留；徘徊；留恋；迟缓；拖延,六级
exclude,v. 排除；拒绝,雅思
undergo,v. 经历；遭受,四级
tide,n. 潮汐；潮流,四级
parade,v. 游行,六级
formerly,ad. 原先地；以前；从前,六级
video,n. 电视；视频 a. 电视的；录像的,四级
diverse,a. 不同的；多种多样的,四级
breed,n. 种；品种 v. 繁殖；产仔,四级
competitive,α.竞争性的；具有竞争力的,六级
founder,n.建立者 vt.使沉没； 失败,雅思
dominate,v. 统治；支配,雅思
ban,vt. 取缔；禁止,四级
pattern,n. 模式,六级
undergraduate,n. 大学肄业生,四级
satisfy,v. 满足；令……满意,雅思
maintain,vt. 维持；保持；坚持；主张,四级
current,α. 当前的,六级
integrity,n. 正直；诚实,六级
monitor,v. 监控；监测,雅思
appreciate,vt. 重视；赏识；欣赏,四级
scan,vt. 细看；扫描；浏览,四级
expire,v. 到期；期满,六级
territory,n. 领土,四级
condense,v. 压缩；浓缩,六级
humble,a. 谦逊的；谦虚的,四级
feature,n.特征； 容貌 vt.是...特色,雅思
enroll,v. 使成为……的成员；注册,六级
inspection,n. 检查；视察,六级
oppress,v. 压迫,六级
undertake,vt. 承担；着手做；同意；答应,四级
variation,n. 变化；变动,六级
superficial,α. 肤浅的,六级
remain,v. 停留；依旧是,六级
collaborate,v. 合作；协作,雅思
collective,adj.集体的 n.集体,雅思
pastime,n. 消遣；娱乐,六级
acknowledgement,n. 承认；感谢；致谢,六级
vibrate,v. 振动；摇摆,四级
collect,v.收集；集中,雅思
prolong,v. 延长；拖延,六级
